city_kr,stop_name_kr,stop_name_en,stop_id,stop_code,stop_type,road_addr_raw,jibun_addr_raw,lon,lat
의왕시,아리조나,Arizona,226000287,27277,노변정류장,경기도 의왕시,,127.00655,37.3838167
의왕시,아리조나,Arizona,226000288,27278,노변정류장,경기도 의왕시,,127.00625,37.3837
의왕시,안양남초등학교,Anyangnambu Elementary School,226000135,27057,노변정류장,경기도 의왕시,경기도 의왕시 내손동,126.9705333,37.3787167
의왕시,양지편.청계성당,"Yangjipyeon, Cheonggye Catholic Church ",226000116,27122,노변정류장,경기도 의왕시,경기도 의왕시 포일동,126.9913,37.3904833
의왕시,양지편.청계성당,"Yangjipyeon, Cheonggye Catholic Church ",226000119,27123,노변정류장,경기도 의왕시,경기도 의왕시 포일동,126.99175,37.39065
의왕시,어린이공원,Children Park,226000238,,노변정류장,경기도 의왕시,경기도 의왕시 내손동,126.97995,37.3852833
의왕시,어린이공원,Children Park,226000239,,노변정류장,경기도 의왕시,경기도 의왕시 내손동,126.9792833,37.3848167
의왕시,어린이집,Childcare Center,226000324,27314,노변정류장,경기도 의왕시,,126.9859667,37.3540667
의왕시,어린이집,Childcare Center ,226000323,27313,노변정류장,경기도 의왕시,,126.98605,37.3539833
의왕시,여성회관,Women's Community Center,226000014,27075,노변정류장,경기도 의왕시,경기도 의왕시 오전동,126.9758167,37.35445
의왕시,여성회관.복전원,"Women's Community Center, Bokjeonwon",226000009,27082,노변정류장,경기도 의왕시,경기도 의왕시 오전동,126.9763167,37.35385
의왕시,영광빌라사거리,Yeonggwang Villa Sageori ,226000359,27345,노변정류장,경기도 의왕시,,126.9539833,37.3173333
의왕시,영광빌라사거리,Yeonggwang Villa Sageori ,226000364,27350,노변정류장,경기도 의왕시,,126.9539333,37.3172333
의왕시,옛골,,226509080,,,,,126.9936167,37.3712167
의왕시,옛골,,226509090,,,,,126.9937,37.3713167
의왕시,옛방앗간,Yet Mill,226000377,27363,노변정류장,경기도 의왕시,,126.9399333,37.3137
의왕시,옛방앗간,Yet Mill,226000376,27362,노변정류장,경기도 의왕시,,126.9396667,37.3136167
의왕시,오린개마을,Oringae Maeul ,226000332,27322,노변정류장,경기도 의왕시,,127.0018167,37.3715
의왕시,오린개마을,Oringae Maeul ,226000331,27321,노변정류장,경기도 의왕시,,127.0019833,37.3714167
의왕시,오메기마을,Omegi Maeul ,226000327,27317,노변정류장,경기도 의왕시,,126.98875,37.3573333
의왕시,오메기마을,Omegi Maeul,226000328,27318,노변정류장,경기도 의왕시,,126.98875,37.3574667
의왕시,오메기저수지,Omegi Reservoir,226000335,27325,노변정류장,경기도 의왕시,,126.99635,37.3575333
의왕시,오작교,Ojakgyo Bridge,226000257,27247,노변정류장,경기도 의왕시,,127.0066,37.37435
의왕시,오작교,Ojakgyo Bridge,226000258,27248,노변정류장,경기도 의왕시,,127.0063833,37.3741667
의왕시,오전공단,Ojeon Industrial Complex ,226000393,27378,노변정류장,경기도 의왕시,,126.96375,37.35785
의왕시,오전공단,Ojeon Industrial Complex,226000392,27377,노변정류장,경기도 의왕시,,126.9637,37.3581333
의왕시,오전동주민센터,Ojeon-dong Community Center,226000043,27133,노변정류장,경기도 의왕시,경기도 의왕시 오전동,126.9699,37.3538
의왕시,오전동주민센터,Ojeon-dong Community Center,226000047,27138,노변정류장,경기도 의왕시,경기도 의왕시 오전동,126.9709,37.3533333
