grid_id,centroid_lon,centroid_lat,dist_cctv_m,dist_bus_m,dist_accident_m,dist_fatal_m,dist_school_m,score_gap_0_1,score_bus_0_1,score_accident_0_1,score_fatal_0_1,score_school_0_1,vulnerability_0_1,total_score_0_100,priority_rank,candidate_flag
924,127.04096962,37.40535415,1314.62,1354.56,5495.89,1205.73,3966.22,0.494894,0.0,0.0,0.344093,0.0,0.103228,33.823,801,False
130,126.95676518,37.33063372,273.29,164.22,1488.64,258.94,915.92,0.0,0.918516,0.762858,0.956547,0.715733,0.845028,33.801,802,False
161,126.96256943,37.30812563,568.75,143.97,1374.53,1176.01,889.0,0.106596,0.941286,0.796105,0.363318,0.727877,0.685071,33.799,803,False
202,126.96515095,37.34193919,548.73,485.63,1610.81,633.69,737.35,0.096177,0.557203,0.727263,0.714128,0.796285,0.699664,33.757,804,False
861,127.02690271,37.39628496,982.81,401.82,4010.6,608.74,2509.26,0.322155,0.651421,0.028058,0.730272,0.0,0.359186,33.697,805,False
153,126.95953863,37.33740678,527.28,310.01,2207.44,335.08,1058.15,0.08501,0.754635,0.553426,0.907296,0.651578,0.714552,33.683,806,False
639,127.00441162,37.38041877,543.33,326.93,2094.84,452.35,1086.33,0.093365,0.735605,0.586233,0.831432,0.638866,0.697562,33.504,807,False
546,126.99592523,37.38263635,291.4,300.49,1310.72,205.8,998.46,0.0,0.765334,0.814695,0.990921,0.678504,0.837262,33.49,808,False
766,127.01566322,37.38722571,677.99,143.95,2912.51,621.01,1633.53,0.163468,0.941309,0.347997,0.722334,0.392039,0.585567,33.231,809,False
710,127.00994183,37.39846932,702.58,426.24,2666.71,695.69,1143.64,0.176271,0.623975,0.419614,0.674023,0.613014,0.565819,33.209,810,False
163,126.96253734,37.31263241,443.23,437.89,1039.13,708.4,541.6,0.041254,0.610874,0.893827,0.665805,0.884583,0.767443,33.173,811,False
76,126.94896872,37.33508111,750.16,659.51,1962.85,824.56,1622.11,0.201037,0.361737,0.624691,0.590662,0.397187,0.527766,33.173,812,False
272,126.97361789,37.34197717,243.47,190.3,1560.19,346.34,705.64,0.0,0.889203,0.742011,0.900011,0.810586,0.829136,33.165,813,False
798,127.01840076,37.40075751,902.05,515.6,3452.87,721.0,1924.3,0.280109,0.523515,0.190557,0.657649,0.260879,0.407824,33.12,814,False
392,126.98492256,37.33977347,592.45,503.0,2191.16,595.77,717.58,0.118937,0.53768,0.55817,0.738658,0.805201,0.645273,32.947,815,False
772,127.01557622,37.40074597,836.35,440.98,3225.62,763.77,1701.89,0.245911,0.607398,0.25677,0.629984,0.361203,0.454525,32.936,816,False
359,126.98210032,37.33976115,441.77,271.08,2056.62,366.74,618.81,0.04049,0.798391,0.59737,0.886814,0.849755,0.762265,32.92,817,False
918,127.0381449,37.40534315,1279.47,1104.64,5261.85,1183.12,3731.54,0.476593,0.0,0.0,0.358716,0.0,0.107615,32.9,818,False
226,126.96798916,37.33969854,465.03,229.47,1802.0,481.2,1090.26,0.052603,0.845169,0.671557,0.812769,0.637092,0.743473,32.895,819,False
270,126.97364934,37.3374704,583.04,449.61,2054.55,595.4,1049.25,0.114038,0.597699,0.597972,0.738897,0.655592,0.648838,32.796,820,False
609,127.00155802,37.38491366,299.47,98.36,1698.9,360.03,902.1,0.0,0.992555,0.701595,0.891151,0.721969,0.81971,32.788,821,False
820,127.02123963,37.3985156,836.91,438.64,3596.14,466.44,2069.76,0.246199,0.610033,0.148813,0.822322,0.195263,0.450077,32.775,822,False
608,127.00157293,37.38266028,214.33,149.08,1768.74,179.23,1132.38,0.0,0.935535,0.681246,1.0,0.618095,0.818257,32.73,823,False
545,126.99594032,37.38038297,407.64,367.43,1444.02,301.28,1156.25,0.022727,0.690078,0.775859,0.929156,0.607327,0.779412,32.54,824,False
151,126.95957092,37.33290002,223.43,150.81,1802.52,162.74,1160.14,0.0,0.933601,0.671404,1.0,0.605574,0.812548,32.502,825,False
819,127.02125397,37.39626222,687.71,210.32,3524.83,222.62,2014.55,0.168527,0.866701,0.169591,0.980038,0.220167,0.559733,32.501,826,False
576,126.99876408,37.38039497,290.15,186.05,1651.64,199.06,1299.66,0.0,0.893978,0.715365,0.99528,0.542638,0.809153,32.366,827,False
79,126.95118406,37.30159962,838.48,441.21,1783.04,1654.9,1558.5,0.247017,0.607138,0.67708,0.053535,0.425883,0.438349,32.355,828,False
93,126.95110502,37.33286105,528.1,373.71,1695.04,614.86,1320.95,0.085436,0.683018,0.702721,0.726311,0.533033,0.680404,32.342,829,False
640,127.00439679,37.38267215,462.55,199.8,2005.29,420.86,1241.48,0.051309,0.878522,0.612326,0.851804,0.56888,0.730892,32.314,830,False
707,127.00998584,37.39170919,431.53,165.43,2441.9,143.13,1003.2,0.03516,0.91716,0.485114,1.0,0.676364,0.754676,32.297,831,False
607,127.00158785,37.38040691,356.65,98.46,1869.66,244.18,1171.37,0.0,0.992444,0.651842,0.966093,0.600505,0.806537,32.261,832,False
389,126.98496872,37.33301331,559.4,296.63,2836.23,224.72,1407.81,0.101728,0.769671,0.370223,0.978679,0.493856,0.651195,32.151,833,False
95,126.95107223,37.3373678,712.04,726.56,2194.0,739.59,1307.36,0.181192,0.286368,0.557344,0.645628,0.539166,0.526907,31.948,834,False
271,126.97363362,37.33972378,424.3,304.97,1806.98,431.85,858.45,0.0314,0.7603,0.670104,0.844692,0.74166,0.751253,31.934,835,False
425,126.9877601,37.33753234,702.96,653.62,2540.41,694.18,1065.8,0.176466,0.368359,0.456412,0.675003,0.648129,0.533136,31.913,836,False
324,126.9793403,37.33073522,602.95,355.16,2778.23,336.15,1606.83,0.124402,0.703876,0.387122,0.906599,0.404079,0.60886,31.818,837,False
929,127.04283291,37.40400413,1222.24,1529.14,5601.74,1106.19,4075.37,0.4468,0.0,0.0,0.408482,0.0,0.122545,31.71,838,False
893,127.03250947,37.40306757,1119.41,666.07,4705.72,1066.67,3175.83,0.393265,0.354366,0.0,0.434047,0.0,0.201087,31.639,839,False
327,126.97929364,37.33749538,163.17,114.34,2176.97,260.54,860.19,0.0,0.974593,0.562305,0.95551,0.740874,0.789509,31.58,840,False
424,126.9877754,37.33527895,693.87,613.85,2744.94,574.89,1274.72,0.171735,0.41307,0.396821,0.752164,0.553887,0.530233,31.513,841,False
268,126.97368079,37.33296363,662.99,478.5,2525.0,652.6,1484.56,0.155658,0.565217,0.460901,0.701898,0.459233,0.553813,31.492,842,False
816,127.02129696,37.38950209,735.21,315.94,3413.36,478.17,2032.71,0.193256,0.747963,0.202071,0.81473,0.211976,0.496533,31.457,843,False
818,127.0212683,37.39400885,608.67,111.55,3470.1,81.0,1989.45,0.127378,0.977735,0.185536,1.0,0.23149,0.595208,31.451,844,False
884,127.03174978,37.38319341,1286.49,1139.69,4368.83,1403.94,2549.81,0.480246,0.0,0.0,0.215874,0.0,0.064762,31.405,845,False
152,126.95955478,37.3351534,318.55,136.68,2038.83,191.77,1308.12,0.0,0.949475,0.602554,0.999997,0.538822,0.781611,31.264,846,False
112,126.95392699,37.33287411,278.51,168.98,1695.13,387.93,1219.39,0.0,0.913165,0.702694,0.873108,0.578845,0.777335,31.093,847,False
227,126.96797326,37.34195192,309.03,240.6,1554.41,485.35,920.42,0.0,0.832655,0.743694,0.810084,0.713703,0.776905,31.076,848,False
295,126.97651841,37.33072276,676.54,574.45,2567.73,574.89,1643.14,0.162712,0.457364,0.448453,0.752166,0.387701,0.532236,31.052,849,False
132,126.95673273,37.33514048,229.78,180.58,1976.49,192.32,1335.17,0.0,0.900135,0.620717,0.999644,0.526621,0.776164,31.047,850,False
150,126.95958706,37.33064664,351.24,343.49,1570.46,374.81,911.54,0.0,0.71699,0.739017,0.881591,0.717708,0.774188,30.968,851,False
94,126.95108863,37.33511443,574.84,520.84,1944.45,641.08,1516.8,0.109769,0.517626,0.630052,0.709347,0.444691,0.603551,30.728,852,False
114,126.95389436,37.33738086,552.88,533.94,2194.07,545.42,1178.0,0.098335,0.502896,0.557323,0.771227,0.597517,0.616638,30.566,853,False
133,126.9567165,37.33739385,478.91,403.01,2222.44,415.92,1091.41,0.059825,0.650082,0.549056,0.855003,0.636574,0.674173,30.556,854,False
817,127.02128263,37.39175547,626.9,231.72,3432.76,297.59,1995.6,0.136871,0.84264,0.196418,0.931543,0.228717,0.551045,30.254,855,False
708,127.00997117,37.39396257,404.58,257.83,2494.13,223.58,990.92,0.021132,0.813286,0.469896,0.979423,0.681905,0.723233,30.197,856,False
357,126.98213126,37.33525438,211.6,115.92,2503.34,151.27,1111.72,0.0,0.972816,0.467215,1.0,0.627414,0.752201,30.088,857,False
793,127.01847284,37.38949062,548.94,114.77,3163.58,355.88,1788.97,0.096286,0.974114,0.274844,0.893839,0.321922,0.607458,30.075,858,False
871,127.02979746,37.38502931,1193.38,883.79,4175.95,1314.07,2526.28,0.431776,0.109616,0.0,0.274008,0.0,0.104126,30.072,859,False
269,126.97366507,37.33521702,572.06,546.99,2302.65,599.07,1260.92,0.108318,0.488222,0.525687,0.736525,0.560112,0.586609,29.963,860,False
737,127.01282462,37.38946749,444.91,151.67,2664.17,339.09,1308.59,0.042126,0.932626,0.420353,0.904697,0.53861,0.685849,29.962,861,False
450,126.98737699,37.39386678,101.85,234.97,760.84,102.16,425.89,0.0,0.83899,0.97491,1.0,0.936777,0.949533,29.956,862,False
99,126.95410414,37.30380462,560.98,178.2,1539.5,1389.14,1251.75,0.10255,0.902806,0.748037,0.225449,0.564251,0.594647,29.939,863,False
248,126.97081139,37.33971119,368.3,101.64,1787.09,653.83,1051.16,0.002244,0.988872,0.675901,0.701099,0.654733,0.742879,29.85,864,False
878,127.02969892,37.40080299,1041.77,637.71,4386.71,1027.02,2859.88,0.352849,0.386244,0.0,0.459691,0.0,0.215156,29.777,865,False
358,126.98211579,37.33750776,239.72,252.68,2277.21,284.4,864.25,0.0,0.819075,0.533099,0.940079,0.739043,0.74328,29.731,866,False
549,126.99587997,37.38939646,108.67,51.17,1168.95,353.64,329.83,0.0,1.0,0.856003,0.89529,0.980104,0.915204,29.72,867,False
709,127.0099565,37.39621594,515.9,454.91,2569.73,452.2,1040.39,0.079085,0.591742,0.44787,0.83153,0.659588,0.6235,29.685,868,False
98,126.95290164,37.30189451,682.8,287.69,1745.96,1604.92,1482.55,0.165973,0.779723,0.687883,0.085868,0.460139,0.491485,29.618,869,False
119,126.95694355,37.30584649,416.85,34.29,1362.34,1188.48,997.16,0.02752,1.0,0.799657,0.355246,0.67909,0.688317,29.184,870,False
391,126.98493795,37.33752008,461.85,427.82,2399.41,467.85,937.51,0.050947,0.622188,0.497493,0.82141,0.705997,0.650883,29.092,871,False
738,127.01281003,37.39172086,224.53,104.14,2688.98,110.86,1250.16,0.0,0.986065,0.413125,1.0,0.564964,0.726551,29.062,872,False
923,127.0407386,37.40344985,1104.66,1354.45,5406.45,994.59,3880.13,0.385587,0.0,0.0,0.480674,0.0,0.144202,28.903,873,False
797,127.01841518,37.39850413,679.13,500.03,3359.99,471.0,1830.96,0.16406,0.541016,0.21762,0.819367,0.302981,0.475627,28.869,874,False
298,126.97647149,37.33748292,347.54,289.05,2101.83,424.13,926.24,0.0,0.77819,0.584198,0.849691,0.711079,0.721676,28.867,875,False
739,127.01279545,37.39397424,166.98,161.62,2736.5,145.91,1240.33,0.0,0.921449,0.39928,1.0,0.569401,0.709448,28.378,876,False
249,126.97079558,37.34196457,122.02,44.22,1537.11,441.1,879.42,0.0,1.0,0.748736,0.83871,0.7322,0.823501,28.276,877,False
390,126.98495333,37.3352667,447.9,364.17,2614.99,401.1,1169.58,0.043685,0.69374,0.434682,0.864587,0.601314,0.64046,28.239,878,False
356,126.98214673,37.33300099,396.34,264.05,2733.62,134.16,1360.12,0.01684,0.806299,0.400118,1.0,0.515368,0.678606,28.155,879,False
905,127.0353341,37.4030787,1046.07,899.03,4940.8,970.45,3412.1,0.355086,0.092478,0.0,0.496286,0.0,0.167381,28.0,880,False
767,127.01564873,37.38947909,432.6,115.93,2913.85,386.85,1547.23,0.035718,0.972801,0.347606,0.873806,0.430967,0.643009,27.863,881,False
296,126.97650277,37.33297615,469.47,402.13,2589.34,434.61,1400.33,0.054911,0.651068,0.442156,0.842911,0.497229,0.612426,27.792,882,False
872,127.02978339,37.3872827,1000.37,656.62,4161.89,1120.62,2687.4,0.331297,0.364991,0.0,0.399149,0.0,0.192743,27.588,883,False
113,126.95391068,37.33512748,359.33,394.06,1944.53,401.85,1406.83,0.0,0.660145,0.630029,0.864099,0.494295,0.685913,27.437,884,False
126,126.95683007,37.32162019,80.75,48.46,578.88,329.61,122.01,0.0,1.0,1.0,0.910833,1.0,0.97325,27.389,886,False
796,127.0184296,37.39625076,483.47,254.35,3283.55,221.01,1768.31,0.062203,0.817204,0.239891,0.981083,0.331242,0.591414,27.389,885,False
297,126.97648713,37.33522954,328.77,344.15,2344.93,349.12,1160.57,0.0,0.716257,0.513368,0.898212,0.605379,0.683201,27.328,887,False
741,127.01276628,37.39848099,598.18,623.51,2894.66,618.44,1365.44,0.12192,0.402208,0.353198,0.723996,0.512968,0.498205,27.243,888,False
325,126.97932475,37.3329886,355.3,230.69,2650.7,277.28,1357.54,0.0,0.843802,0.42428,0.944684,0.516529,0.678143,27.126,889,False
917,127.03815703,37.40309113,1029.92,1139.06,5177.19,933.31,3650.09,0.346682,0.0,0.0,0.520313,0.0,0.156094,27.045,890,False
186,126.96468854,37.3060914,490.07,245.64,1668.12,1365.29,1181.13,0.065639,0.826987,0.710563,0.240878,0.596104,0.575773,26.969,891,False
771,127.01559073,37.39849259,589.08,528.78,3125.99,534.18,1595.59,0.117183,0.508693,0.285799,0.778503,0.409149,0.496692,26.899,892,False
275,126.9735707,37.34873731,75.2,30.01,831.38,123.98,182.7,0.0,1.0,0.954357,1.0,1.0,0.984025,26.894,893,False
768,127.01563423,37.39173247,199.03,197.61,2936.55,196.6,1498.14,0.0,0.880985,0.340992,0.996874,0.45311,0.662573,26.503,894,False
885,127.03220223,37.3851791,1069.81,967.55,4386.92,1188.48,2706.31,0.367448,0.015455,0.0,0.35525,0.0,0.109666,26.434,895,False
139,126.9597645,37.3058594,289.5,146.91,1451.3,1262.93,1023.63,0.0,0.937975,0.773736,0.307089,0.667148,0.650601,26.024,896,False
795,127.01844401,37.39399738,362.32,65.98,3224.73,29.07,1739.66,0.0,1.0,0.257028,1.0,0.344165,0.641585,25.663,897,False
873,127.02976932,37.38953608,838.05,454.1,4162.83,953.82,2770.63,0.246795,0.592647,0.0,0.507043,0.0,0.270642,25.633,898,False
326,126.9793092,37.33524199,118.04,99.7,2412.51,99.41,1108.57,0.0,0.991048,0.493679,1.0,0.628836,0.765323,25.285,899,False
794,127.01845843,37.391744,392.18,262.71,3184.51,125.1,1746.69,0.014678,0.807808,0.268748,1.0,0.340995,0.606773,25.152,900,False
892,127.03252347,37.40081419,895.25,803.92,4624.5,856.61,3100.07,0.276573,0.199399,0.0,0.569929,0.0,0.210858,25.029,901,False
160,126.96258546,37.30587224,344.75,120.14,1575.31,1379.31,1107.39,0.0,0.968078,0.737606,0.231807,0.629365,0.615724,24.629,902,False
877,127.029713,37.39854961,871.03,745.97,4313.98,880.78,2797.93,0.263963,0.264545,0.0,0.554291,0.0,0.219196,24.606,903,False
740,127.01278086,37.39622761,361.04,394.76,2805.57,394.07,1280.2,0.0,0.659357,0.379154,0.869135,0.551415,0.608028,24.321,904,False
874,127.02975524,37.39178946,727.27,326.0,4178.76,829.93,2743.52,0.189123,0.736658,0.0,0.587188,0.0,0.323488,24.287,905,False
770,127.01560523,37.39623922,345.76,307.04,3043.68,296.59,1523.29,0.0,0.757968,0.30978,0.932192,0.441763,0.605939,24.238,906,False
118,126.95697958,37.30360889,305.27,122.76,1602.85,1432.8,1245.36,0.0,0.965125,0.72958,0.197203,0.567132,0.592609,23.704,907,False
876,127.02972708,37.39629623,746.4,530.48,4254.72,788.53,2757.34,0.199078,0.506793,0.0,0.613967,0.0,0.285549,23.367,908,False
875,127.02974116,37.39404285,693.19,362.41,4209.49,769.92,2739.05,0.171381,0.695727,0.0,0.626005,0.0,0.326947,23.361,909,False
769,127.01561973,37.39398584,130.69,184.21,2980.13,62.97,1489.94,0.0,0.896044,0.328296,1.0,0.456808,0.662634,23.288,910,False
886,127.03260323,37.38729106,847.18,807.6,4411.45,967.3,2877.03,0.251547,0.195258,0.0,0.498323,0.0,0.188549,22.635,911,False
117,126.95721239,37.30231457,303.13,77.26,1747.25,1577.8,1388.97,0.0,1.0,0.687509,0.103406,0.502353,0.547003,21.88,912,False
916,127.0374973,37.40108362,805.91,1159.2,5053.93,714.84,3533.06,0.230059,0.0,0.0,0.661635,0.0,0.198491,21.743,913,False
904,127.03534801,37.40082532,801.67,1005.43,4863.51,733.33,3341.69,0.227852,0.0,0.0,0.649673,0.0,0.194902,21.467,914,False
898,127.03424227,37.38682193,830.28,949.16,4557.82,946.48,2959.68,0.242747,0.036128,0.0,0.511796,0.0,0.160764,20.995,915,False
159,126.96231735,37.30381883,179.2,328.06,1756.83,1564.57,1307.14,0.0,0.734335,0.684717,0.111964,0.539266,0.500997,20.04,916,False
887,127.03258853,37.38955074,646.95,653.15,4412.28,767.33,3017.45,0.147307,0.368883,0.0,0.627684,0.0,0.262082,19.322,917,False
891,127.03253746,37.39856081,689.12,881.82,4555.56,674.37,3043.01,0.169261,0.111824,0.0,0.687813,0.0,0.228709,19.304,918,False
577,126.99874908,37.38264835,54.1,62.63,1536.47,110.11,1071.58,0.0,1.0,0.748923,1.0,0.64552,0.858951,18.375,919,False
890,127.03255146,37.39630743,522.78,708.9,4499.48,548.43,3005.73,0.082664,0.306211,0.0,0.76928,0.0,0.292026,16.641,920,False
888,127.03257945,37.39180066,495.09,572.2,4427.72,606.45,2993.06,0.068251,0.459885,0.0,0.731752,0.0,0.311502,16.555,921,False
137,126.95975501,37.30234339,120.66,93.89,1810.03,1628.56,1405.82,0.0,0.997585,0.669218,0.070572,0.494751,0.529128,16.276,922,False
903,127.03536193,37.39857194,562.21,1060.07,4798.01,508.7,3288.83,0.103191,0.0,0.0,0.794981,0.0,0.238494,15.731,923,False
889,127.03256545,37.39405404,443.52,593.7,4456.74,521.32,2988.96,0.041401,0.435717,0.0,0.786816,0.0,0.323188,15.412,924,False
915,127.03740961,37.39850587,520.09,1200.73,4972.33,433.36,3466.02,0.081263,0.0,0.0,0.84372,0.0,0.253116,15.0,925,False
131,126.95674895,37.3328871,35.27,131.61,1731.7,161.2,1163.58,0.0,0.955181,0.69204,1.0,0.604021,0.823853,13.832,926,False
899,127.03529758,37.38988466,480.58,856.91,4653.38,598.89,3244.46,0.060696,0.139829,0.0,0.736639,0.0,0.248957,13.6,927,False
901,127.03538975,37.39406517,194.67,835.84,4704.28,275.28,3238.89,0.0,0.16352,0.0,0.945977,0.0,0.316497,12.66,928,False
914,127.03748024,37.39633046,278.66,1090.05,4927.95,200.39,3439.79,0.0,0.0,0.0,0.994424,0.0,0.298327,11.933,929,False
900,127.03540365,37.39181179,293.78,820.71,4676.8,414.46,3242.67,0.0,0.180529,0.0,0.855943,0.0,0.292889,11.716,930,False
902,127.03537584,37.39631856,338.36,921.24,4744.79,323.69,3254.37,0.0,0.06751,0.0,0.914658,0.0,0.287899,11.516,931,False
912,127.03760077,37.3917808,226.22,1014.85,4870.26,329.48,3437.1,0.0,0.0,0.0,0.910917,0.0,0.273275,10.931,932,False
911,127.03763569,37.39021699,399.74,1045.02,4861.82,499.87,3427.58,0.018612,0.0,0.0,0.800696,0.0,0.240209,10.725,933,False
138,126.95978062,37.30360601,64.71,122.92,1680.34,1496.49,1268.39,0.0,0.964949,0.707003,0.156003,0.556742,0.570753,8.616,934,False
913,127.03748324,37.39407362,29.14,1017.78,4887.94,105.63,3424.15,0.0,0.0,0.0,1.0,0.0,0.3,0.0,935,False
