grid_id,centroid_lon,centroid_lat,dist_cctv_m,dist_bus_m,dist_accident_m,dist_fatal_m,dist_school_m,score_gap_0_1,score_bus_0_1,score_accident_0_1,score_fatal_0_1,score_school_0_1,vulnerability_0_1,total_score_0_100,priority_rank,candidate_flag,score_class
18,126.93437895,37.31919152,1468.8,79.61,1625.48,1417.43,1435.78,0.975607,1.0,0.722987,0.207147,0.481239,0.575288,79.546,1,False,Very High
19,126.935239,37.32074551,1443.24,119.25,1578.31,1327.68,1416.94,0.956269,0.969079,0.736732,0.265206,0.489737,0.592345,79.25,2,False,Very High
22,126.9371801,37.30800761,1504.72,186.66,1735.37,1765.08,1445.26,1.0,0.893298,0.690969,0.0,0.47696,0.481342,76.66,3,False,Very High
29,126.93703343,37.32278356,1395.67,386.92,1494.65,1185.68,1380.21,0.920285,0.668168,0.761107,0.357061,0.506305,0.570345,76.281,4,False,Very High
10,126.93242831,37.31831053,1622.07,276.53,1790.67,1603.84,1584.97,1.0,0.792262,0.674858,0.086566,0.413941,0.469668,76.135,5,False,Very High
17,126.93429153,37.31700767,1444.18,304.03,1625.47,1478.23,1403.32,0.956978,0.761352,0.722991,0.167819,0.495881,0.51869,75.975,6,False,Very High
32,126.94001784,37.30576761,1500.83,319.57,1726.01,1715.37,1441.8,0.999834,0.743886,0.693698,0.014416,0.478523,0.456916,75.552,7,False,Very High
28,126.93708674,37.32152378,1325.38,273.49,1442.47,1165.36,1304.88,0.867108,0.795687,0.77631,0.370205,0.540282,0.611148,75.193,8,False,Very High
15,126.93432531,37.31250092,1501.37,449.78,1718.04,1692.97,1448.2,1.0,0.597506,0.696018,0.028905,0.475634,0.432105,74.445,9,False,Very High
16,126.93430842,37.3147543,1451.68,416.89,1653.6,1569.45,1403.85,0.962658,0.634485,0.714793,0.108812,0.49564,0.473107,74.236,10,False,Very High
157,126.95952269,37.34639178,1099.78,115.35,1280.09,954.46,62.7,0.696445,0.973455,0.823622,0.506633,1.0,0.793768,74.024,11,True,Very High
21,126.93719689,37.30575423,1669.11,357.53,1898.36,1906.57,1609.44,1.0,0.701206,0.64348,0.0,0.402905,0.413866,73.624,12,False,Very High
14,126.93434219,37.31024754,1589.3,432.09,1814.92,1834.7,1532.58,1.0,0.61739,0.667792,0.0,0.437575,0.411331,73.51,13,False,Very High
23,126.9371633,37.31026099,1366.54,195.24,1595.07,1625.15,1308.54,0.898248,0.883651,0.731848,0.072778,0.538631,0.525844,73.067,14,False,Very High
9,126.93158079,37.31689386,1683.61,435.15,1865.98,1712.34,1642.01,1.0,0.613955,0.652915,0.016374,0.388211,0.40122,73.055,15,False,Very High
33,126.94000113,37.30802099,1315.57,95.57,1544.94,1556.6,1255.9,0.859694,0.995696,0.746455,0.117122,0.562377,0.570688,72.964,16,False,Very High
27,126.93709609,37.3192745,1237.12,188.32,1387.51,1177.99,1206.77,0.800343,0.891432,0.792322,0.362036,0.584538,0.641501,72.886,17,True,Very High
158,126.96015646,37.3480816,1070.01,229.47,1089.3,928.4,133.26,0.673926,0.845169,0.879208,0.523489,1.0,0.789843,72.609,18,True,Very High
13,126.93435911,37.30799415,1709.56,430.75,1939.38,1974.62,1650.84,1.0,0.6189,0.631529,0.0,0.384228,0.390084,72.554,19,False,Very High
681,127.0070731,37.40521769,1478.8,269.6,2870.9,1482.73,1517.54,0.983168,0.800053,0.360122,0.164906,0.444357,0.406391,72.362,20,False,Very High
618,127.00159327,37.40507475,1463.89,358.03,2516.2,1585.11,1336.84,0.971895,0.700643,0.463466,0.098681,0.525866,0.413946,72.082,21,False,Very High
650,127.0042484,37.40520588,1561.23,433.03,2687.81,1565.08,1412.95,1.0,0.61634,0.413467,0.111633,0.491535,0.379105,72.06,22,False,Very High
41,126.94285541,37.30352754,1555.29,647.62,1787.92,1737.67,1522.75,1.0,0.375109,0.675658,0.0,0.442006,0.36612,71.475,23,False,Very High
31,126.94003455,37.30351423,1702.71,565.79,1922.59,1893.94,1644.77,1.0,0.467099,0.636421,0.0,0.386965,0.361739,71.278,24,False,Very High
42,126.94283879,37.30578092,1357.96,448.79,1574.61,1541.1,1300.88,0.891754,0.598616,0.737808,0.127146,0.542089,0.487627,70.99,25,False,Very High
8,126.93150913,37.31475369,1698.15,629.77,1897.6,1795.61,1650.91,1.0,0.395165,0.643702,0.0,0.384199,0.348984,70.704,26,False,Very High
26,126.9371129,37.31702113,1194.66,205.18,1375.66,1241.23,1154.47,0.768221,0.872478,0.795774,0.321125,0.608131,0.631192,70.656,27,False,Very High
6,126.9323845,37.31044739,1739.34,599.48,1962.17,1964.72,1683.72,1.0,0.429215,0.62489,0.0,0.369399,0.34719,70.624,28,False,Very High
24,126.9371465,37.31251437,1263.21,225.17,1483.91,1490.52,1208.63,0.820078,0.850005,0.764236,0.159865,0.583699,0.563971,70.483,29,False,Very High
12,126.93437595,37.30574078,1855.9,527.77,2086.5,2110.1,1796.33,1.0,0.509838,0.588665,0.0,0.318604,0.342288,70.403,30,False,Very High
649,127.00426325,37.40295251,1329.42,253.85,2518.23,1339.77,1181.49,0.870166,0.81776,0.462874,0.257382,0.59594,0.498817,70.306,31,False,Very High
25,126.9371297,37.31476775,1203.72,188.37,1408.8,1348.58,1155.12,0.775079,0.891377,0.786119,0.251687,0.607839,0.611185,70.133,32,False,Very High
20,126.93729322,37.30359296,1840.38,576.24,2066.38,2056.55,1781.17,1.0,0.455351,0.594527,0.0,0.32544,0.334516,70.053,33,False,Very High
2,126.92972039,37.31645058,1847.41,591.81,2033.26,1884.33,1804.5,1.0,0.43784,0.604176,0.0,0.314918,0.331804,69.931,34,False,Very High
7,126.93165453,37.31258944,1727.17,680.15,1940.07,1889.56,1675.25,1.0,0.338533,0.631329,0.0,0.37322,0.331749,69.929,35,False,Very High
617,127.00143863,37.40294063,1249.1,124.1,2334.26,1348.0,1102.01,0.809406,0.963625,0.516477,0.25206,0.631793,0.549645,69.251,36,False,Very High
1,126.92984339,37.31536224,1839.76,664.3,2033.79,1909.68,1794.18,1.0,0.356357,0.604023,0.0,0.319571,0.316392,69.238,37,False,Very High
619,127.00228614,37.40662125,1589.24,531.46,2686.25,1761.56,1517.04,1.0,0.505684,0.413921,0.0,0.444583,0.31423,69.14,38,False,Very High
5,126.93203167,37.30737593,1920.81,645.95,2150.01,2181.23,1862.42,1.0,0.376981,0.570159,0.0,0.288788,0.304202,68.689,39,False,Very High
30,126.94030606,37.30202421,1786.65,732.83,2046.56,2006.14,1774.17,1.0,0.279316,0.600302,0.0,0.328596,0.301673,68.575,40,False,Very High
71,126.94834896,37.32383441,852.31,104.31,785.43,358.69,884.48,0.50924,0.985868,0.967744,0.892022,0.729919,0.901087,68.557,41,True,Very High
34,126.93998441,37.31027437,1154.99,120.55,1385.48,1424.25,1095.8,0.738212,0.967612,0.792913,0.202733,0.634593,0.619135,68.463,42,False,Very High
680,127.00708786,37.40296432,1258.72,120.93,2712.79,1242.57,1304.77,0.816682,0.967183,0.406188,0.320258,0.540333,0.519437,68.292,43,False,Very High
39,126.93975023,37.32125088,1102.1,452.68,1208.96,928.27,1085.74,0.698201,0.594249,0.844346,0.523575,0.63913,0.657052,67.968,44,True,Very High
713,127.0098978,37.40522943,1387.82,273.65,3063.46,1403.55,1653.61,0.914344,0.795506,0.304017,0.216123,0.382979,0.391739,67.917,45,False,Very High
651,127.00442296,37.40694679,1748.84,560.3,2838.09,1737.84,1600.64,1.0,0.47327,0.36968,0.0,0.406875,0.286933,67.912,46,False,Very High
11,126.93443853,37.30385613,1991.08,669.84,2220.58,2228.89,1931.4,1.0,0.350125,0.5496,0.0,0.257676,0.28644,67.89,47,False,Very High
775,127.0155327,37.40750609,1583.32,254.97,3612.9,1492.43,2167.47,1.0,0.816507,0.143931,0.158632,0.151189,0.284308,67.794,48,False,Very High
40,126.9430043,37.30149342,1554.89,855.25,1982.71,1919.64,1725.3,1.0,0.141691,0.618905,0.0,0.350643,0.284138,67.786,49,False,Very High
845,127.02402133,37.40528713,1506.65,148.89,4119.88,1252.82,2601.33,1.0,0.935757,0.0,0.313629,0.0,0.28124,67.656,50,False,Very High
745,127.01270791,37.40749448,1586.73,378.5,3414.72,1554.3,2004.1,1.0,0.677631,0.201673,0.118611,0.22488,0.276587,67.446,51,False,Very High
682,127.00711658,37.40741624,1699.54,498.57,3040.71,1718.61,1736.89,1.0,0.542654,0.310646,0.012322,0.345412,0.274504,67.353,52,False,Very High
801,127.01835749,37.40751763,1618.98,187.09,3817.17,1471.0,2346.15,1.0,0.89281,0.084416,0.172493,0.07059,0.269753,67.139,53,False,Very High
4,126.93183012,37.30574201,2035.28,721.75,2265.71,2300.89,1976.14,1.0,0.291772,0.536451,0.0,0.237493,0.266788,67.005,54,False,Very High
136,126.95719722,37.34369735,1049.46,325.55,1641.53,1051.44,421.72,0.658384,0.737162,0.71831,0.443898,0.938659,0.683826,66.983,55,True,Very High
714,127.00988312,37.4074828,1628.96,507.88,3223.75,1636.75,1860.09,1.0,0.53219,0.257313,0.065272,0.289842,0.261182,66.753,56,False,Very High
43,126.94282216,37.30803431,1149.91,329.28,1373.73,1362.17,1091.23,0.734374,0.732966,0.796337,0.242895,0.636656,0.585694,66.747,57,False,Very High
52,126.94565973,37.30579417,1249.24,652.46,1450.76,1390.14,1196.15,0.809514,0.369659,0.773893,0.224798,0.589328,0.491405,66.637,58,False,Very High
800,127.01837191,37.40526425,1376.09,86.73,3682.79,1221.0,2186.07,0.905473,1.0,0.123567,0.334212,0.142797,0.365893,66.266,59,False,Very High
60,126.94665539,37.32325342,840.77,240.34,817.56,405.1,861.75,0.500511,0.832948,0.958383,0.862001,0.74017,0.860739,66.261,60,True,Very High
156,126.95949019,37.34416691,983.1,297.75,1502.77,975.48,308.52,0.608183,0.768407,0.758742,0.493033,0.989718,0.727158,66.172,61,True,Very High
371,126.98191451,37.36680171,1224.7,738.86,1583.57,1182.97,1167.7,0.790952,0.272534,0.735199,0.358812,0.602161,0.503142,66.144,62,False,Very High
774,127.01554721,37.40525271,1333.95,35.46,3470.62,1246.73,1993.09,0.873596,1.0,0.185385,0.317567,0.229846,0.396855,65.906,63,False,Very High
823,127.02119662,37.40527573,1460.42,315.58,3899.45,1213.08,2389.65,0.969266,0.748363,0.060443,0.339337,0.050969,0.2798,65.901,64,False,Very High
3,126.93223015,37.30404991,2122.04,793.09,2352.57,2373.02,2062.42,1.0,0.211577,0.511142,0.0,0.198572,0.235372,65.592,65,False,Very High
35,126.9399677,37.31252775,1030.66,123.72,1255.9,1277.93,974.31,0.644157,0.964049,0.830667,0.297384,0.689394,0.669104,65.538,66,True,Very High
744,127.0127225,37.40524111,1338.0,239.71,3263.82,1320.17,1814.09,0.876655,0.833657,0.24564,0.270064,0.31059,0.383561,65.476,67,False,Very High
241,126.96788824,37.37341419,849.59,133.48,1377.54,634.28,391.02,0.507181,0.953077,0.795226,0.713747,0.952504,0.833808,65.416,68,True,Very High
72,126.94847465,37.32601229,847.21,123.51,999.79,580.65,963.82,0.505382,0.964285,0.905289,0.74844,0.69413,0.827801,65.047,69,True,Very High
648,127.00427809,37.40069914,1105.56,190.75,2362.98,1124.94,959.39,0.700824,0.888695,0.508108,0.396352,0.696127,0.588303,65.019,70,False,Very High
179,126.96232879,37.34864949,868.84,346.4,946.49,766.82,301.85,0.521749,0.71372,0.920818,0.628014,0.992728,0.805939,64.963,71,True,Very High
38,126.93991754,37.31928789,998.51,400.5,1140.39,931.75,972.01,0.619841,0.652903,0.864322,0.521322,0.690435,0.684361,64.887,72,True,Very High
178,126.96229651,37.34643315,874.76,357.87,1178.26,709.62,239.14,0.526224,0.700825,0.853289,0.665011,1.0,0.795655,64.747,73,True,Very High
37,126.93993426,37.31703451,945.39,169.66,1125.95,1010.52,906.25,0.579657,0.9124,0.868531,0.470365,0.720095,0.728168,64.649,74,True,Very High
846,127.02400708,37.40754051,1735.69,263.68,4240.43,1495.85,2737.23,1.0,0.806714,0.0,0.156421,0.0,0.208269,64.372,75,False,Very High
36,126.93995098,37.31478113,956.82,119.95,1166.2,1139.81,907.08,0.588304,0.968282,0.856803,0.386735,0.719723,0.710662,64.337,76,True,Very High
824,127.02118228,37.4075291,1691.24,360.55,4026.6,1462.72,2536.91,1.0,0.697813,0.023396,0.177848,0.0,0.199935,63.997,77,False,Very High
49,126.94234914,37.32084062,882.45,322.32,977.22,697.61,871.4,0.532044,0.740794,0.911866,0.672783,0.735818,0.770717,63.945,78,True,Very High
866,127.02683187,37.40755185,1658.66,243.18,4458.02,1568.62,2945.15,1.0,0.829752,0.0,0.109348,0.0,0.198755,63.944,79,False,Very High
865,127.02684604,37.40529847,1417.23,108.54,4343.52,1338.86,2819.29,0.936594,0.981119,0.0,0.257969,0.0,0.273615,63.825,80,False,Very High
51,126.94567627,37.30354079,1305.36,802.31,1679.88,1605.3,1434.32,0.851968,0.201211,0.707139,0.085617,0.481895,0.374448,63.708,81,False,Very High
586,126.99861402,37.40292869,1138.83,302.26,2163.57,1349.67,1076.07,0.72599,0.763345,0.566209,0.250981,0.643494,0.526525,63.623,82,False,Very High
180,126.96249541,37.3509515,776.3,146.85,709.96,760.66,510.04,0.451737,0.938052,0.989733,0.631995,0.898817,0.853892,63.271,83,True,Very High
683,127.00786913,37.4095988,1904.08,728.36,3261.15,1920.01,1984.92,1.0,0.284337,0.246417,0.0,0.233534,0.177499,62.987,84,False,Very High
616,127.00145356,37.40068726,1007.56,131.64,2165.86,1099.14,859.61,0.626682,0.955147,0.565541,0.413043,0.741136,0.632832,62.945,85,False,Very High
712,127.00991248,37.40297606,1150.46,120.59,2915.81,1176.56,1460.8,0.734789,0.967567,0.347035,0.362961,0.469953,0.500503,62.936,86,False,Very High
679,127.00710262,37.40071095,1035.4,72.7,2569.32,1007.22,1107.67,0.647742,1.0,0.447989,0.472504,0.629242,0.601996,62.716,87,False,Very High
59,126.94620521,37.32151617,691.42,159.95,713.33,360.97,703.27,0.387529,0.923319,0.988751,0.890547,0.811656,0.910785,62.299,88,True,Very High
746,127.01269331,37.40974785,1835.8,590.32,3576.75,1792.72,2206.11,1.0,0.439515,0.154465,0.0,0.133758,0.160994,62.245,89,False,Very High
776,127.01551819,37.40975946,1832.86,463.93,3766.41,1739.35,2355.51,1.0,0.581603,0.099204,0.0,0.066368,0.159355,62.171,90,False,Very High
587,126.99857173,37.40436904,1186.53,396.52,2285.35,1509.04,1235.91,0.762074,0.657374,0.530727,0.147889,0.571395,0.449339,62.134,91,False,Very High
715,127.00986844,37.40973617,1872.42,731.62,3394.91,1874.29,2076.16,1.0,0.28067,0.207446,0.0,0.192378,0.156843,62.058,92,False,Very High
446,126.98743836,37.3848533,701.24,313.43,545.55,484.07,315.31,0.394955,0.750789,1.0,0.810917,0.986655,0.890764,61.807,93,True,Very High
63,126.94848068,37.30580735,1092.54,657.5,1361.99,1270.83,1137.66,0.690968,0.363997,0.799757,0.301982,0.615711,0.526463,61.694,94,False,Very High
881,127.02965667,37.40756312,1617.0,416.83,4678.85,1625.35,3159.18,1.0,0.634542,0.0,0.072646,0.0,0.148702,61.692,95,False,Very High
44,126.94280553,37.31028769,962.06,340.51,1191.58,1208.72,902.38,0.592265,0.720344,0.849407,0.342158,0.721843,0.645907,61.64,97,True,Very High
341,126.97907569,37.36904269,1107.92,843.0,1572.92,1101.31,1006.49,0.702603,0.155469,0.738301,0.41164,0.674881,0.511052,61.64,96,False,Very High
70,126.94836544,37.32158103,612.35,39.96,578.07,177.92,639.37,0.327716,1.0,1.0,1.0,0.84048,0.968096,61.589,98,True,Very High
660,127.00738275,37.35789674,1348.43,809.88,3274.93,1321.33,1445.02,0.884547,0.192696,0.242402,0.26931,0.477068,0.287466,61.586,99,False,Very High
691,127.01022031,37.35565508,1500.7,1114.38,3518.19,1634.6,1712.04,0.999737,0.0,0.171525,0.066664,0.356622,0.142781,61.411,100,False,Very High
53,126.94564319,37.30804756,1019.25,576.82,1229.82,1188.7,963.99,0.635526,0.454697,0.838268,0.355109,0.69405,0.587763,61.403,101,False,Very High
802,127.01834306,37.409771,1863.75,430.38,3962.77,1720.34,2520.9,1.0,0.61932,0.041991,0.011203,0.0,0.139822,61.292,102,False,Very High
439,126.98754569,37.36907969,1000.54,239.04,1797.29,1041.12,1464.36,0.621375,0.83441,0.67293,0.450575,0.468346,0.597603,61.068,103,False,Very High
404,126.98473776,37.36681405,1051.3,572.78,1754.76,988.9,1342.02,0.659771,0.459231,0.68532,0.484352,0.523529,0.547454,60.923,104,False,Very High
831,127.02422074,37.3737398,1510.09,1502.08,3998.63,1567.43,1521.87,1.0,0.0,0.031545,0.110117,0.442402,0.130979,60.894,105,False,Very High
285,126.97341328,37.37127105,867.99,532.49,1368.82,707.02,586.45,0.521104,0.504525,0.797768,0.666695,0.864351,0.713114,60.751,106,True,Very High
48,126.942739,37.31930121,767.2,254.13,894.88,688.23,747.19,0.444854,0.817452,0.935855,0.67885,0.791844,0.806271,60.749,107,True,Very High
474,126.99036903,37.36909189,982.15,198.17,1931.91,955.21,1521.55,0.607466,0.88036,0.633705,0.506147,0.442549,0.606537,60.705,108,False,Very High
370,126.98193001,37.36454834,1074.72,921.42,1401.32,1059.21,989.21,0.677487,0.067305,0.7883,0.438871,0.682677,0.518148,60.578,109,False,Very High
73,126.94872534,37.32832515,834.38,367.3,1235.64,597.12,1075.65,0.495677,0.690229,0.836571,0.737787,0.643683,0.73909,60.521,110,True,Very High
378,126.98180601,37.38257532,592.98,111.49,385.08,326.9,388.73,0.313063,0.977798,1.0,0.912581,0.953537,0.960041,60.42,111,True,Very High
830,127.02423497,37.37148641,1510.54,1541.68,4105.63,1597.76,1492.01,1.0,0.0,0.000368,0.090498,0.455873,0.118434,60.33,112,False,Very High
585,126.99862904,37.40067532,965.95,305.43,1980.71,1101.18,826.09,0.595211,0.759777,0.619486,0.41172,0.756254,0.612568,60.302,113,False,Very High
895,127.03248147,37.40757432,1590.99,642.93,4902.49,1523.41,3378.15,1.0,0.380372,0.0,0.138592,0.0,0.117652,60.294,114,False,Very High
50,126.94567163,37.30149057,1320.86,917.93,1893.5,1809.59,1654.46,0.863696,0.07123,0.644898,0.0,0.382594,0.284234,60.294,115,False,Very High
340,126.97909127,37.36678931,1085.05,942.74,1435.69,1099.03,1011.44,0.685307,0.043347,0.778286,0.41311,0.672646,0.500617,60.22,116,False,Very High
481,126.99026229,37.38486551,735.12,537.61,751.9,471.46,449.36,0.420586,0.498769,0.977514,0.81907,0.926191,0.823967,60.211,117,True,Very High
88,126.95118698,37.32159415,576.02,76.77,457.69,110.26,622.0,0.300233,1.0,1.0,1.0,0.848314,0.969663,60.148,118,True,Very High
313,126.97623669,37.37128359,920.01,596.22,1323.15,926.76,686.91,0.560452,0.432884,0.811075,0.524553,0.819037,0.651073,60.123,119,True,Very High
867,127.0268177,37.40980522,1902.3,481.14,4583.31,1803.76,3086.17,1.0,0.562251,0.0,0.0,0.0,0.11245,60.06,120,False,Very High
82,126.95128526,37.30807385,864.17,374.84,1066.81,950.26,883.9,0.518211,0.68175,0.885763,0.509347,0.730178,0.700919,60.043,121,True,Very High
847,127.02399282,37.40979388,1969.83,491.82,4371.96,1740.85,2888.41,1.0,0.550249,0.0,0.0,0.0,0.11005,59.952,122,False,Very High
219,126.9670389,37.32432045,810.79,558.85,1477.54,368.04,790.76,0.477832,0.4749,0.76609,0.885971,0.772192,0.745037,59.807,123,True,Very High
825,127.02116794,37.40978247,1926.85,529.36,4164.89,1712.47,2699.34,1.0,0.508051,0.0,0.016291,0.0,0.106498,59.792,124,False,Very High
135,126.95673996,37.34186766,928.93,532.53,1838.93,886.43,620.23,0.567203,0.504484,0.660797,0.55064,0.849112,0.63415,59.733,125,False,Very High
221,126.967981,37.32848813,916.34,433.06,1817.53,742.93,1077.96,0.557677,0.616299,0.667031,0.643466,0.642641,0.644937,59.694,126,True,Very High
829,127.0242492,37.36923302,1510.39,1619.35,4224.74,1665.48,1503.69,1.0,0.0,0.0,0.046689,0.450603,0.104127,59.686,127,False,Very High
447,126.98742302,37.38710667,578.14,249.27,424.78,234.14,97.08,0.301837,0.822915,1.0,0.972591,1.0,0.95636,59.637,128,True,Very High
64,126.94846423,37.30806074,938.31,612.67,1123.73,1046.66,890.38,0.5743,0.414389,0.869178,0.446989,0.727254,0.623179,59.63,129,False,Very High
844,127.02403559,37.40303376,1285.45,315.92,4011.31,1013.19,2483.23,0.836905,0.747981,0.02785,0.468638,0.008758,0.300294,59.543,130,False,Very High
716,127.0099271,37.41142312,2054.51,874.4,3533.39,2048.71,2245.23,1.0,0.120172,0.167096,0.0,0.116113,0.097386,59.382,131,False,Very High
722,127.01304316,37.35566673,1689.26,1341.76,3768.18,1870.94,1764.68,1.0,0.0,0.098689,0.0,0.332879,0.096182,59.328,132,False,Very High
215,126.96568173,37.37115181,636.8,125.94,1370.32,386.64,175.96,0.34621,0.961554,0.797332,0.873943,1.0,0.893693,59.258,133,True,Very High
369,126.9819455,37.36229496,967.02,800.51,1242.86,984.59,847.66,0.596017,0.203236,0.834469,0.487138,0.746526,0.586435,59.17,134,False,Very High
753,127.01550067,37.3580162,1544.88,1523.85,3993.18,1970.56,1601.44,1.0,0.0,0.033132,0.0,0.406511,0.091242,59.106,135,False,Very High
177,126.96231258,37.34417977,797.47,452.27,1417.68,731.82,385.6,0.467757,0.594708,0.783533,0.65065,0.954952,0.740187,59.035,136,True,Very High
747,127.01290833,37.41172838,2053.46,766.95,3741.54,1999.55,2401.58,1.0,0.240961,0.10645,0.0,0.045588,0.089245,59.016,137,False,Very High
47,126.94275563,37.31704783,696.66,79.36,876.4,791.62,659.39,0.391492,1.0,0.94124,0.61197,0.83145,0.832253,58.983,138,True,Very High
